NomePlanilha;DataUltimaCompra;Grupo;Material;Quantidade;UnidadeMedida;ValorUnitario;ValorTotalItem
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;DUTOS / DIFUSÃO DE AR;Grelha de retorno - Vazão: 4320m³/h - Ref.: Triar 1200x500mm;1,00;Unid.;370,00;370,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;DUTOS / DIFUSÃO DE AR;Grelha de retorno - Vazão: 2160m³/h - Ref.: Triar GR 1000x500mm;4,00;Unid.;314,00;1.256,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;DUTOS / DIFUSÃO DE AR;Difusor circular, em plástico Ø200mm. Ref: Sicflux RVA 200;2,00;Unid.;94,24;188,48
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #26. Ref.: GUERDAU;28,00;kg;10,00;280,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #22. Ref.: GUERDAU;179,00;kg;10,00;1.790,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;DUTOS / DIFUSÃO DE AR;Isolamento em lã de vidro;47,00;m²;10,00;470,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;CONTROLE E ELÉTRICA;Cabo BUS (Cabo blindado 3x18 AWG) (VRF);40,00;m;10,70;428,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;REDE FRIGORIGENA;"Tubo de cobre diâmetro 5/8"" (20m)";14,00;kg;90,00;1.260,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;REDE FRIGORIGENA;"Tubo de cobre diâmetro 7/8"" (20m)";14,00;kg;105,00;1.470,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 3/8""";30,00;m;12,00;360,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 7/8""";30,00;m;16,00;480,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;REDE FRIGORIGENA;Gás nitrogênio;1,00;unid.;180,00;180,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;REDE FRIGORIGENA;Gás acetileno;1,00;unid.;100,00;100,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;REDE FRIGORIGENA;Gás Oxigenio;1,00;unid.;100,00;100,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;REDE FRIGORIGENA;Gás R410a. Ref.: DuPont (VRF);11,30;kg;95,00;1.073,50
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;REDE FRIGORIGENA;Valvula GBC ( 4pç );1,00;pç;455,00;455,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;REDE FRIGORIGENA;Cola para espuma elastomérica. Ref.: Armacell Armaflex 520 S 0,9 L;1,00;litros;120,00;120,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);14,00;cj;8,00;112,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;DUTOS / DIFUSÃO DE AR;"Difusor direcional - Vazão: 1080m³/h - Ref.: Triar DQ-4V-RG 15""x15""";4,00;Unid.;271,00;1.084,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;DUTOS / DIFUSÃO DE AR;Grelha para insuflamento - Vazão: 1080m³/h - Ref.: Triar GH 500x400mm;8,00;Unid.;129,00;1.032,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;DUTOS / DIFUSÃO DE AR;Grelha de retorno - Vazão: 4320m³/h - Ref.: Triar 1200x500mm;1,00;Unid.;370,00;370,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;DUTOS / DIFUSÃO DE AR;Grelha de retorno - Vazão: 2160m³/h - Ref.: Triar GR 1000x500mm;4,00;Unid.;314,00;1.256,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;DUTOS / DIFUSÃO DE AR;Difusor circular, em plástico Ø200mm. Ref: Sicflux RVA 200;2,00;Unid.;94,24;188,48
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #26. Ref.: GUERDAU;28,00;kg;10,00;280,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #22. Ref.: GUERDAU;179,00;kg;10,00;1.790,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;DUTOS / DIFUSÃO DE AR;Isolamento em lã de vidro;47,00;m²;10,00;470,00
AEMFLO - 4° PAV - AC06224-R1;20/02/2025;CONTROLE E ELÉTRICA;Cabo BUS (Cabo blindado 3x18 AWG) (VRF);40,00;m;10,70;428,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;"Tubo de cobre diâmetro 5/8"" (40m)";15,32;kg;85,00;1.302,20
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1.3/8"" (40m)";68,08;kg;95,00;6.467,60
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 5/8""";52,00;m;10,67;554,84
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 1.3/8""";52,00;m;18,20;946,40
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Gás nitrogênio;1,00;unid.;180,00;180,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Gás acetileno;1,00;unid.;100,00;100,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Gás Oxigenio;1,00;unid.;100,00;100,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Proteção mecânica em plastico hospitalar branco liso 0,10mmx50m (10cm);2,00;pç;30,00;60,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Gás R410a. Ref.: EOS (SPLIT);80,00;kg;70,00;5.600,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Cola para espuma elastomérica. Ref.: Armacell Armaflex 520 S 0,9 L;1,00;litros;86,00;86,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Conjunto de calço de borracha ou suporte tipo mão francesa;4,00;cj;60,00;240,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);25,00;cj;20,00;500,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #22. Ref.: GUERDAU;1.634,00;kg;13,00;21.242,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #24. Ref.: GUERDAU;474,00;kg;13,00;6.162,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #26. Ref.: GUERDAU;185,00;kg;13,00;2.405,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS / DIFUSÃO DE AR;Isolamento em lã de vidro;387,00;m²;14,00;5.418,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS;Grelha dupla deflexão com registro, aletas verticais na parte frontal, em aluminio anodizado pintado na cor do forro com registro. REF.: TROPICAL DV+RG 753 X 618;24,00;pç;610,00;14.640,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;"Tomada de ar exterior com registro e filtro G4. com tela de proteção.
Ref.: TROPICAL TAE-1000 x 1000";2,00;pç;1.416,00;2.832,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Cabo elétrico 2,5mm²;100,00;m;1,90;190,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Quadro de acionamento dos condicionadores;1,00;vb;1.500,00;1.500,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);1,00;vb;200,00;200,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Sistema de automação - Interligação com o existente;1,00;vb;5.000,00;5.000,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Cabo BUS + Infraestrutura;20,00;m;15,00;300,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;"Tubo de cobre diâmetro 5/8"" (40m)";15,32;kg;85,00;1.302,20
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1.3/8"" (40m)";68,08;kg;95,00;6.467,60
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 5/8""";52,00;m;10,67;554,84
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 1.3/8""";52,00;m;18,20;946,40
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Gás nitrogênio;1,00;unid.;180,00;180,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Gás acetileno;1,00;unid.;100,00;100,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Gás Oxigenio;1,00;unid.;100,00;100,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Proteção mecânica em plastico hospitalar branco liso 0,10mmx50m (10cm);2,00;pç;30,00;60,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Gás R410a. Ref.: EOS (SPLIT);80,00;kg;70,00;5.600,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Cola para espuma elastomérica. Ref.: Armacell Armaflex 520 S 0,9 L;1,00;litros;86,00;86,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Conjunto de calço de borracha ou suporte tipo mão francesa;4,00;cj;60,00;240,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);25,00;cj;20,00;500,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #22. Ref.: GUERDAU;1.634,00;kg;13,00;21.242,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #24. Ref.: GUERDAU;474,00;kg;13,00;6.162,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #26. Ref.: GUERDAU;185,00;kg;13,00;2.405,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS / DIFUSÃO DE AR;Isolamento em lã de vidro;387,00;m²;14,00;5.418,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS;Grelha dupla deflexão com registro, aletas verticais na parte frontal, em aluminio anodizado pintado na cor do forro com registro. REF.: TROPICAL DV+RG 753 X 618;24,00;pç;610,00;14.640,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;"Tomada de ar exterior com registro e filtro G4. com tela de proteção.
Ref.: TROPICAL TAE-1000 x 1000";2,00;pç;1.416,00;2.832,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Cabo elétrico 2,5mm²;100,00;m;1,90;190,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Quadro de acionamento dos condicionadores;1,00;vb;1.500,00;1.500,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);1,00;vb;200,00;200,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Sistema de automação - Interligação com o existente;1,00;vb;5.000,00;5.000,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Cabo BUS + Infraestrutura;20,00;m;15,00;300,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;"Tubo de cobre diâmetro 5/8"" (40m)";8,40;kg;67,00;562,80
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1.3/8"" (40m)";19,50;kg;84,00;1.638,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 5/8""";26,00;m;2,36;61,36
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 1.3/8""";26,00;m;5,25;136,50
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Conexões de cobre. Ref.: Eluma;1,00;vb;540,20;540,20
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Gás nitrogênio;1,00;unid.;180,00;180,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Gás acetileno;1,00;unid.;120,00;120,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Gás Oxigenio;1,00;unid.;100,00;100,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Proteção mecânica em plastico hospitalar branco liso 0,10mmx50m (10cm);2,00;pç;30,00;60,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Gás R410a. Ref.: EOS (SPLIT);80,00;kg;36,17;2.893,60
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Vareta Foscooper;1,00;kg;162,45;162,45
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);25,00;cj;20,00;500,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;REDE FRIGORIGENA;Polia de Ferro 110mm;2,00;pç;11,11;22,22
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #22. Ref.: GUERDAU;1.634,00;kg;10,40;16.993,60
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #24. Ref.: GUERDAU;474,00;kg;10,40;4.929,60
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS / DIFUSÃO DE AR;Chapa de aço galvanizado #26. Ref.: GUERDAU;185,00;kg;10,40;1.924,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS / DIFUSÃO DE AR;Isolamento em lã de vidro ( 11 rolos );330,00;m²;15,40;5.082,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS;Grelha dupla deflexão com registro, aletas verticais na parte frontal, em aluminio anodizado pintado na cor do forro com registro. REF.: TROPICAL DV+RG 753 X 618;24,00;pç;610,00;14.640,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;"Tomada de ar exterior com registro e filtro G4. com tela de proteção.
Ref.: TROPICAL TAE-1000 x 1000";2,00;pç;1.352,00;2.704,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTOS;Perfilado 19 x 38 x 6m;11,00;pç;65,72;722,92
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Cabo Flexivel 4mm;80,00;m;2,79;223,20
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Quadro de acionamento dos condicionadores;1,00;vb;1.500,00;1.500,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);1,00;vb;350,53;350,53
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Sistema de automação - Interligação com o existente;1,00;vb;2.121,22;2.121,22
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Cabo BUS + Infraestrutura;20,00;m;15,00;300,00
AM MASTER HALL EVENTOS - AC04223;13/11/2023;DUTO;Cabo de Comunicação 2 x 18AWG;75,00;m;6,40;480,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;CAIXA DE PASSAGEM PARA SPLIT. REF: POLAR;1,00;PÇ;30,00;30,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;CONEXÕES DE COBRE. REF: ELUMA;1,00;VB;200,00;200,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;GÁS NITROGÊNIO;1,00;UNID.;180,00;180,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;GÁS ACETILENO;1,00;UNID.;100,00;100,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;GÁS OXIGENIO;1,00;UNID.;100,00;100,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;PROTEÇÃO MECÂNICA EM PLASTICO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);1,00;PÇ;30,00;30,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;GÁS R410A. REF.: EOS (SPLIT);2,00;KG;85,00;170,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;FITA PRATA PARA JUNÇÃO DE ISOLAMENTO EM POLIETILENO.;2,00;UN;5,00;10,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA.;1,00;CJ;60,00;60,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;MATERIAS DIVERSOS (SUPORTES, FIXAÇÕES, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);15,00;CJ;10,00;150,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (15M)";4,00;KG;85,00;340,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (15M)";6,00;KG;85,00;510,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE 3/8""";20,00;M;1,40;28,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE 5/8""";20,00;M;2,20;44,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;CONEXÕES DE COBRE. REF: ELUMA;1,00;VB;300,00;300,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;GÁS NITROGÊNIO;1,00;UNID.;180,00;180,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;GÁS ACETILENO;1,00;UNID.;100,00;100,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;GÁS OXIGENIO;1,00;UNID.;100,00;100,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;PROTEÇÃO MECÂNICA EM PLASTICO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);1,00;PÇ;30,00;30,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;GÁS R410A. REF.: EOS (SPLIT);20,00;KG;95,00;1.900,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;COLA PARA ESPUMA ELASTOMÉRICA. REF: ARMACELL ARMAFLEX 520 S 0,9 L.;1,00;LITROS;100,00;100,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA.;3,00;CJ;60,00;180,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;MATERIAS DIVERSOS (SUPORTES, FIXAÇÕES, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);60,00;CJ;10,00;600,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1.3/8"" (60M)";52,00;KG;105,00;5.460,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8"" (60M)";34,00;KG;105,00;3.570,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19mm (M) PARA TUBO DE COBRE DE 7/8""";76,00;M;13,05;991,80
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19mm (M) PARA TUBO DE COBRE DE  1.3/8""";76,00;M;18,90;1.436,40
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTOS / DIFUSÃO DE AR;BOCAL PARA EXPURGO COM DISCO DE REGULAGEM. REF.: SICFLUX RVA-125.;16,00;PÇ;42,00;672,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTOS / DIFUSÃO DE AR;DIFUSOR DE AR ALTA INDUÇÃO COM ALETAS MÓVEIS, CAIXA PLENUM E REGISTRO. REF.: TROPICAL DMA-600-PLB-300.;25,00;PÇ;725,00;18.125,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;VENEZIANA EM ALUMÍNIO COM TELA DE PROTEÇÃO. REF.: TROPICAL TAE 300X300.;2,00;PÇ;102,00;204,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;VENEZIANA EM ALUMÍNIO COM TELA DE PROTEÇÃO. REF.: TROPICAL TAE 600X600.;2,00;PÇ;296,00;592,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;VENEZIANA EM PLÁSTICO CIRCULAR COM TELA DE PROTEÇÃO. REF.: SICFLUX S-150.;3,00;PÇ;20,00;60,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;VENEZIANA DE PORTA INDEVASSÁVEL, COM DUPLA MOLDURA. REF.: TROPICAL VSH-2M 400X400.;6,00;PÇ;242,00;1.452,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;VENEZIANA PARA RETORNO DE AR. REF.: TROPICAL TAE 1200X500.;6,00;PÇ;466,00;2.796,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;REGULADOR DE VAZÃO CONSTANTE. REF.: SICFLUX RVC-125.;10,00;PÇ;33,46;334,60
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;DAMPER CORTA-FOGO. ACIONAMENTO POR SOLENOIDE E TERMOFUSÍVEL. REF. TROX DCF-500X500.;1,00;UN;2.684,11;2.684,11
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;DAMPER CORTA-FOGO. ACIONAMENTO POR SOLENOIDE E TERMOFUSÍVEL. REF. TROX DCF-600X600.;2,00;UN;3.048,40;6.096,80
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;Chapa de MPU 20mm. Ref.: MULTIVAC MPU 20mm;303,00;m²;89,00;26.967,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTOS;Adesivo de contato para painel MPU (lata 2,8kg);5,00;lata;150,00;750,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;TUBO DE PVC Ø150 MM (TUBO COM 6M);6,00;M;45,00;270,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;SUPORTES PARA TUBO DE PVC (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCADA, FERRO CHATO).;4,00;cj.;10,00;40,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;CHAPA PRETA #16;170,00;KG;10,00;1.700,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;CABO ÉLETRICO 1,5mm²;60,00;M;1,20;72,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;Painel para exaustor;2,00;Pç;1.500,00;3.000,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;Eletrica para ventiladores;8,00;Vb;250,00;2.000,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;DUTO;GASOLINA;100,00;km;2,50;250,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;CAIXA DE PASSAGEM PARA SPLIT. REF: POLAR;1,00;PÇ;30,00;30,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;CONEXÕES DE COBRE. REF: ELUMA;1,00;VB;200,00;200,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;GÁS NITROGÊNIO;1,00;UNID.;180,00;180,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;GÁS ACETILENO;1,00;UNID.;100,00;100,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;GÁS OXIGENIO;1,00;UNID.;100,00;100,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;PROTEÇÃO MECÂNICA EM PLASTICO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);1,00;PÇ;30,00;30,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;GÁS R410A. REF.: EOS (SPLIT);2,00;KG;85,00;170,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;FITA PRATA PARA JUNÇÃO DE ISOLAMENTO EM POLIETILENO.;2,00;UN;5,00;10,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA.;1,00;CJ;60,00;60,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;MATERIAS DIVERSOS (SUPORTES, FIXAÇÕES, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);15,00;CJ;10,00;150,00
ASTEL RESTAURANTE EVENTOS - AC00925;09/03/2026;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (15M)";4,00;KG;85,00;340,00
